Phylum,C.x,O.x,Name,B...L.x,B...T.x,B...L.y,B...T.y,L...T.x,L...T.y,Mean,SD,P.color
Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,TRUE,TRUE,-8.091035373080588,-17.299067278710396,TRUE,-10.978664961545919,0.06131494118792387,0.09653705965881633,blue
Dependentiae,Babeliae,Babeliales,Babeliales,TRUE,FALSE,3.330941572772861,2.0343536258039943,FALSE,-1.054522233426338,0.06393563771524537,0.06390730683380529,khaki4
Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacterales,TRUE,TRUE,6.4460517527760235,4.819835569205851,FALSE,-1.6551261296947004,0.02026312681918507,0.04127786434659532,darkred
Firmicutes,Clostridia,Lachnospirales,Lachnospirales,FALSE,FALSE,-0.38040213741491646,0.8301744804561261,FALSE,2.584318120054113,0.019554351365090913,0.05504728220203762,orange
Firmicutes,Bacilli,Bacillales,Bacillales,TRUE,TRUE,-5.526851848155819,-11.424904344130471,TRUE,-9.559883951475358,2.1979177241405914,3.059591998937336,orange
Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriales,FALSE,TRUE,-1.5925182427748257,-0.6245890433983979,TRUE,2.891395952805878,0.003160125905527923,0.012551466725255077,orange
Firmicutes,Clostridia,Clostridia,Clostridia,FALSE,FALSE,-2.526260456034808,-0.6661966492750986,TRUE,4.203176341317261,0.004527301781218743,0.014505124163653266,orange
Firmicutes,Bacilli,Paenibacillales,Paenibacillales,TRUE,TRUE,-7.116168353506743,-11.775784444512842,TRUE,-5.139231534472781,0.04021427861054719,0.07443174254131367,orange
Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillales,TRUE,TRUE,-6.141812755044853,-10.031870152604803,TRUE,-6.687323119774704,0.5871670750668974,0.8935255493181891,orange
Firmicutes,Clostridia,Clostridiales,Clostridiales,TRUE,FALSE,-3.8717894280755716,-3.0996206876246117,FALSE,0.5587330382753227,0.37907637973359914,0.5616276094484066,orange
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcales-Tissierellales,TRUE,FALSE,-3.2661472351258447,-1.967975168749065,FALSE,2.0752278213551283,0.04138682515116752,0.08282234633584996,orange
Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellales-Selenomonadales,FALSE,FALSE,-1.350316677936025,0.48169656487065377,TRUE,5.061320039709501,0.008184883313515625,0.051551542493718516,orange
Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadales,TRUE,TRUE,-7.358595878777654,-19.783761613538452,TRUE,-16.428972895469073,0.08290269847961472,0.1255651239582059,darkgrey
Myxococcota,Myxococcia,Myxococcales,Myxococcales,FALSE,FALSE,-2.458219397787965,0.4722446146489347,TRUE,3.625838477963099,0.11920062593489426,0.18732408568896783,darkblue
Myxococcota,Polyangia,mle1-27,mle1-27,FALSE,FALSE,-2.1918573592275616,-0.15821597427229664,TRUE,4.035634497876857,0.001575763543483459,0.005348548757997305,darkblue
Myxococcota,Polyangia,Polyangiales,Polyangiales,TRUE,FALSE,-3.2576895169159688,-2.9821401487732753,FALSE,-8.477477542584775e-4,0.07471245530335256,0.11083474359638819,darkblue
Myxococcota,Polyangia,Haliangiales,Haliangiales,TRUE,TRUE,-5.315093716287505,-9.548397812019493,TRUE,-6.596223313176565,0.16731305159391682,0.2189087726836408,darkblue
Nitrospirota,NA,Unclassified,Unclassified,NA,NA,NA,NA,NA,NA,NA,NA,purple
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,TRUE,TRUE,-4.472482175368576,-10.422808190115768,TRUE,-11.916148887725301,0.040684230730205204,0.08088928595729396,cyan3
Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacterales,TRUE,TRUE,6.388035668432614,12.600109093915314,TRUE,12.28290126232765,2.342011961020706,1.1148972743352417,black
Proteobacteria,Gammaproteobacteria,GammaproteobacteriaIncertaeSedis,GammaproteobacteriaIncertaeSedis,TRUE,TRUE,9.326986085172745,10.655052994993346,TRUE,4.335664569442196,0.5245102531648114,0.2119055865180259,black
Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales,FALSE,FALSE,-0.2485544980202137,2.3202164039617776,TRUE,3.751371091494066,1.9457399263662791,0.8170711520528472,black
Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,FALSE,FALSE,1.50165844932808,-0.371307361004343,TRUE,-3.7896464678566693,0.009170950555157037,0.015073680629118338,black
Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiales,TRUE,TRUE,14.968569533149227,18.76291243440713,TRUE,8.845668854724819,51.0593366326617,12.677368461624647,black
Proteobacteria,Alphaproteobacteria,Dongiales,Dongiales,TRUE,TRUE,6.743404233284193,5.977213494925402,FALSE,0.36610774046346534,0.10644393042928202,0.06536728522277732,black
Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales,TRUE,TRUE,4.65028725886489,9.010592285397788,TRUE,7.287406300154998,10.408368419727138,2.098689336198177,black
Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales,FALSE,FALSE,0.15100209067119932,-0.5119329783052919,FALSE,-0.15702678988463162,4.58821364276044,2.0559409215427826,black
Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadales,TRUE,TRUE,9.25803221109507,14.08654737613277,TRUE,8.342358924623474,0.6028628824603189,0.4914249615867631,black
Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacterales,TRUE,TRUE,7.661411893562433,6.938814206632202,FALSE,0.20591684201387467,1.352868334842334,2.0294867122018476,black
Proteobacteria,Gammaproteobacteria,JG36-TzT-191,JG36-TzT-191,TRUE,TRUE,-3.96423775300079,-10.916166823508885,TRUE,-9.807265649626705,0.05219060532131495,0.09337466645150791,black
Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales,FALSE,TRUE,-0.5751809974962895,-6.452091647235463,TRUE,-6.957878587951545,0.0872050388426501,0.08492715179051001,black
Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacterales,FALSE,TRUE,1.8564158650246687,4.790662227225038,TRUE,5.727827063431039,0.010151509856721131,0.031205004453145696,black
Proteobacteria,Gammaproteobacteria,KF-JG30-C25,KF-JG30-C25,FALSE,TRUE,0.4518116157697308,-3.31754415587121,TRUE,-7.701720820402255,0.020352762878051614,0.0316449681765989,black
Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacterales,FALSE,TRUE,1.9199791651532696,-6.928739239845596,TRUE,-11.874338913864843,0.05368232278011019,0.06337726775307065,black
Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsales,FALSE,TRUE,-0.5173738964982888,-6.140791124854114,TRUE,-7.772171524713065,1.0645104620689378,0.8049989147813266,black
Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellales,FALSE,TRUE,0.6565083361641559,-5.245443925202269,TRUE,-9.26829859684625,0.07579848178252517,0.08668047275746336,black
Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacterales,TRUE,TRUE,12.05347367379604,18.183506678418414,TRUE,10.108679130357254,4.214345543972165,2.1328780581873397,black
Proteobacteria,Gammaproteobacteria,WD260,WD260,FALSE,TRUE,0.7026241934702088,-9.970087560536385,TRUE,-20.65706443498387,0.11439809386121938,0.13322164810150122,black
Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiales,FALSE,FALSE,2.389822410274124,0.37262144273730985,TRUE,-3.386369577955708,0.013528328037864025,0.022491954063088886,black
Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales,TRUE,TRUE,-3.7727664248267567,-14.297456956456614,TRUE,-16.58696631760706,0.15692569156032832,0.23540413244526204,black
Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales,FALSE,FALSE,0.3158331075988062,1.5642026264862332,FALSE,2.963872366816844,0.0073786395075519234,0.02659183250943283,black
Proteobacteria,Alphaproteobacteria,Elsterales,Elsterales,TRUE,TRUE,-4.4064473211119335,-11.915833719479407,TRUE,-9.412901141496897,0.05589555475821916,0.06973831950792997,black
Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacterales,FALSE,FALSE,1.4266848179458003,0.6734538976414367,FALSE,-0.9334335660269456,0.00474524403388839,0.011208056568845113,black
Proteobacteria,Gammaproteobacteria,Legionellales,Legionellales,TRUE,TRUE,-7.184775536848215,-4.972741435626536,TRUE,4.003483205538934,0.003797335240188762,0.012998479023456307,black
Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillales,TRUE,FALSE,4.167189064487276,2.5886352645994686,FALSE,-1.390698455380102,0.03506052016599238,0.036894781926193755,black
Proteobacteria,Alphaproteobacteria,Holosporales,Holosporales,FALSE,TRUE,-2.2035768033189473,0.1387965062209966,TRUE,4.49978809110854,9.516693036890359e-4,0.00324561566432618,black
NA,NA,Unclassified,Unclassified,NA,NA,NA,NA,NA,NA,NA,NA,white
