P.x,C.x,O.x,B - L.x,B - T.x,B - L.y,B - T.y,L - T.x,L - T.y,Mean,SD
Actinobacteriota,Acidimicrobiia,Microtrichales,TRUE,TRUE,-8.035112761195283,-8.876496157977163,FALSE,-3.301483725238208,0.10232921480773546,0.21880036698248265
Bdellovibrionota,Oligoflexia,0319-6G20,TRUE,TRUE,-4.515267475547717,-4.09731578539899,FALSE,-0.9304510144996987,0.10192737574710244,0.1866334724878286
Proteobacteria,Alphaproteobacteria,Reyranellales,TRUE,TRUE,6.5471167624928075,-3.575226283712267,TRUE,-12.56422923182755,0.09365479882053498,0.1011750433261157
Proteobacteria,Alphaproteobacteria,Micropepsales,TRUE,FALSE,3.871998032272567,-0.29695470803318447,TRUE,-5.3478563412628235,0.0850297877166875,0.08644440516217246
Bacteroidota,Bacteroidia,Bacteroidales,FALSE,FALSE,2.877007696317514,-0.7428546522217196,TRUE,-6.862376488924984,0.0841220467608608,0.14170653552075482
Firmicutes,Bacilli,Paenibacillales,FALSE,FALSE,-0.5621089574980855,-2.796533447348165,TRUE,-3.443134646013159,0.08328992159716675,0.13073338265044632
Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,FALSE,FALSE,-3.2151042178123372,-2.510214747720111,FALSE,-0.1885686262074487,0.08184314186394379,0.15751553446025324
Actinobacteriota,MB-A2-108,MB-A2-108,FALSE,TRUE,0.010137575752054718,-6.480594834098965,TRUE,-9.01283246563326,0.06079658719906271,0.12753456337601596
Myxococcota,Polyangia,Nannocystales,TRUE,TRUE,4.087987309139142,7.353648458722606,TRUE,6.645186065094444,0.053641863679086306,0.07210271666306903
Actinobacteriota,Acidimicrobiia,NA,FALSE,TRUE,-0.7605056143193965,-5.615749287845492,TRUE,-6.312876852392107,0.05136067379119662,0.08775707564529683
Gemmatimonadota,Longimicrobia,Longimicrobiales,TRUE,TRUE,-4.1340765151894985,-7.988169884594923,TRUE,-6.682562347017472,0.04953473551534281,0.11594414292233779
Desulfobacterota,Desulfuromonadia,Geobacterales,FALSE,FALSE,-0.6054518676179796,-2.057509526345856,FALSE,-3.198962845441086,0.047378524216394484,0.14523926804827483
Bdellovibrionota,Oligoflexia,Oligoflexales,TRUE,TRUE,-6.4686456070546035,-7.445827338728995,FALSE,-3.0474987405951075,0.0471137863597076,0.11767506458324047
Firmicutes,Clostridia,Lachnospirales,TRUE,TRUE,-7.35662247632285,-7.2083602251198595,FALSE,-2.2286628541381845,0.04688663570239192,0.125153658388893
Armatimonadota,Fimbriimonadia,Fimbriimonadales,FALSE,FALSE,1.6764015098194065,-2.4102434981373357,TRUE,-7.895347866570291,0.04477190435132046,0.10047433141608221
Firmicutes,Clostridia,Clostridiales,FALSE,FALSE,-2.182848793708438,-2.0398246721410858,FALSE,-0.6494106414690521,0.04414580971549873,0.09184805727995551
Bacteroidota,Kapabacteria,Kapabacteriales,FALSE,TRUE,0.39302797575756077,-5.424038316807818,TRUE,-10.880287487488017,0.041959766698857114,0.0732843203874364
Acidobacteriota,Subgroup5,Subgroup5,FALSE,TRUE,0.13105582022324622,-3.4370117910714897,TRUE,-6.479173923081385,0.04097028366438444,0.13370964396637045
Fibrobacterota,Fibrobacteria,Fibrobacterales,FALSE,FALSE,0.927204973061111,-0.7971151740813803,TRUE,-3.4396280641342942,0.040528554929569076,0.09178898563968657
Gemmatimonadota,S0134terrestrialgroup,S0134terrestrialgroup,TRUE,TRUE,-5.260740649785951,-5.219891750290257,FALSE,-1.3988931411160228,0.04044959027913852,0.11919806105236161
Proteobacteria,Alphaproteobacteria,Azospirillales,TRUE,TRUE,5.124088832871038,4.572315531413453,FALSE,0.4364852249881874,0.038126363764931774,0.03994354348968591
Patescibacteria,Saccharimonadia,Saccharimonadales,FALSE,FALSE,-3.1063827043204624,-2.9618386249210915,FALSE,-0.6427309021556862,0.037562563133933455,0.11775005410794011
Cyanobacteria,Sericytochromatia,Sericytochromatia,TRUE,TRUE,-6.47598900934787,-5.434428745710739,FALSE,-0.37473271379136613,0.03271538881188457,0.07632338515052944
NA,NA,NA,FALSE,FALSE,1.5096548929226847,-1.4664853081984397,TRUE,-6.624965477141695,0.03150571623682009,0.07991236476375616
Actinobacteriota,Actinobacteria,Frankiales,TRUE,TRUE,-4.675031650247573,-6.657415955709492,TRUE,-3.7291227780348906,0.030122381706848125,0.06847333356245716
Proteobacteria,Gammaproteobacteria,Salinisphaerales,FALSE,TRUE,2.486235642961292,3.495769670566626,FALSE,2.057307411567293,0.026328502180341,0.042284676972066317
Firmicutes,Bacilli,NA,TRUE,TRUE,-6.499827388794636,-5.713872175064663,FALSE,-0.5704601114818022,0.021851350723006483,0.061607805025700735
Actinobacteriota,Actinobacteria,Micromonosporales,FALSE,TRUE,-0.5901455894423401,5.15702610834499,TRUE,8.80692198991201,0.02148784416056583,0.031876118496594975
Chloroflexi,Ktedonobacteria,C0119,TRUE,TRUE,-4.9809510860553186,-6.128262318098077,FALSE,-3.1987874137580588,0.021472454380605327,0.055206061657304135
Proteobacteria,Alphaproteobacteria,Rhodospirillales,TRUE,FALSE,7.970189443854449,2.156909498199052,TRUE,-8.40183749370649,0.020690775872798845,0.02593970808717953
Proteobacteria,Alphaproteobacteria,Dongiales,FALSE,FALSE,0.6516797445123579,0.9147095795725692,FALSE,0.3234804270290807,0.01942461646172095,0.054233523303118175
Actinobacteriota,Actinobacteria,Kineosporiales,TRUE,TRUE,-5.758589170567104,-3.685244648599913,FALSE,2.672670586378908,0.017809700723108036,0.06283104952439993
Acidobacteriota,Subgroup22,Subgroup22,FALSE,FALSE,2.872671882799694,2.393386997151447,FALSE,-0.6936648437997608,0.01764138777094935,0.17816203418009002
Elusimicrobiota,LineageIIa,LineageIIa,FALSE,FALSE,-1.1373798399938915,-2.490416743637825,FALSE,-3.193290630436325,0.016942523739698134,0.03704573709104273
Proteobacteria,Gammaproteobacteria,PLTA13,FALSE,FALSE,1.013351823253553,2.3560516828926468,FALSE,2.4602359526572584,0.014373152574758193,0.15498469967107076
Gemmatimonadota,AKAU4049,AKAU4049,FALSE,FALSE,0.9687183988868393,0.33363765496294545,FALSE,-1.2559496263267527,0.014329687187097352,0.11570309024012113
Actinobacteriota,Acidimicrobiia,IMCC26256,FALSE,FALSE,0.4007841532447946,0.1015173306896135,FALSE,-0.8472024759678076,0.013999549651506316,0.03276270559266836
Dependentiae,Babeliae,Babeliales,FALSE,FALSE,1.6257984478467296,1.7235452511434148,FALSE,0.23381591003875873,0.011842609141631334,0.04075542164122709
Proteobacteria,Alphaproteobacteria,Rickettsiales,FALSE,FALSE,0.4767314626752715,-1.3000820737974037,FALSE,-3.2804564830890213,0.011287239225927026,0.021010949446358503
Deinococcota,Deinococci,Deinococcales,FALSE,FALSE,-2.017864778552866,-0.5874523722642162,TRUE,3.442937818240294,0.01057237623689235,0.05332285184608823
Firmicutes,Bacilli,Thermoactinomycetales,TRUE,FALSE,-4.100879915929012,-2.725697184371977,FALSE,1.4155269185057033,0.010473985049864054,0.030918897885089763
Elusimicrobiota,LineageIIb,LineageIIb,FALSE,FALSE,0.39555307107140053,-0.8054939072838108,FALSE,-2.5106747443087594,0.009226530964468144,0.02231902397919383
Proteobacteria,Alphaproteobacteria,Caedibacterales,TRUE,TRUE,4.137712493908319,4.318246478069285,FALSE,1.2550605729537552,0.008776815365397084,0.017335987044282512
Desulfobacterota,NA,NA,FALSE,FALSE,-2.144732180466535,-0.8025026784191184,FALSE,2.077332801753605,0.00871232644842435,0.025798899856724494
Actinobacteriota,Actinobacteria,Pseudonocardiales,FALSE,FALSE,1.1600973507826162,2.2594032274532,FALSE,2.290836948294964,0.008684952278528824,0.019177310392594602
Proteobacteria,Alphaproteobacteria,NA,TRUE,TRUE,3.768570639692915,5.307157088195639,TRUE,3.4462575413791487,0.008034954045385925,0.02238540749776509
Acidobacteriota,Subgroup11,Subgroup11,FALSE,FALSE,-0.7412525071960803,1.1911383866954082,FALSE,2.609473347409868,0.007547053045448722,0.054482990882323654
Proteobacteria,Gammaproteobacteria,NA,FALSE,FALSE,-2.40449531081404,0.46075427493894083,TRUE,3.999905278008411,0.0068544035965687625,0.015540419299366089
RCP2-54,RCP2-54,RCP2-54,FALSE,FALSE,2.492368098651747,2.345203888731758,FALSE,-0.03617160350592115,0.006715440502921135,0.026393879142899687
Proteobacteria,Alphaproteobacteria,Rhodobacterales,FALSE,FALSE,0.1951453061861686,1.6585509615913865,FALSE,3.0424339637338,0.005739474812046345,0.02015759798261573
Proteobacteria,Gammaproteobacteria,R7C24,FALSE,FALSE,0.18814651628176807,0.5291447812272777,FALSE,0.43121429670173445,0.00546472362993085,0.016657267837092215
Acidobacteriota,Vicinamibacteria,Subgroup17,TRUE,TRUE,5.101489059168446,4.225326009423128,FALSE,-0.9243491606787484,0.004779895160356499,0.017270717208506755
Acidobacteriota,Subgroup25,Subgroup25,FALSE,TRUE,2.097276824303813,1.730867148012927,TRUE,-0.5224203644480347,0.004350607365762414,0.011810882532886785
Myxococcota,Polyangia,mle1-27,FALSE,FALSE,-0.2471582635538187,0.8754728303981143,FALSE,2.43767974179853,0.003888491009388974,0.013781272389921714
Acidobacteriota,Acidobacteriae,Subgroup2,TRUE,TRUE,3.750949929948147,3.4091179388298616,FALSE,0.05629883810639826,0.0037672490509073945,0.011030160279228434
Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,FALSE,FALSE,-0.03558664902029308,1.113413450475675,FALSE,2.5259352602893266,0.003617917118344754,0.01439598862191726
Myxococcota,bacteriap25,bacteriap25,FALSE,FALSE,2.348055144788929,2.839832294390052,FALSE,1.3068486015595608,0.0034784896695367693,0.016421068604158835
Acidobacteriota,Acidobacteriae,Acidobacteriae,TRUE,TRUE,4.045365790879542,3.7750694038422186,FALSE,0.170119877641749,0.003425765520579384,0.010521222044944776
Acidobacteriota,Blastocatellia,11-24,FALSE,FALSE,1.9524506778434723,2.09902876832745,FALSE,0.760228587912634,0.0032208332412669116,0.010069633235173204
Acidobacteriota,Acidobacteriae,NA,TRUE,TRUE,3.7920718699104734,3.422381445746499,TRUE,0.05045268128848336,0.002964728020366377,0.009266075572415327
Proteobacteria,Alphaproteobacteria,Micavibrionales,TRUE,TRUE,4.1604082420230135,4.060496840856639,FALSE,0.9577717496348016,0.0028747878629254518,0.007380996011530148
Actinobacteriota,Actinobacteria,0319-7L14,FALSE,TRUE,3.1044946790040044,3.6022744908885556,FALSE,1.9968722011402913,0.00228530528632546,0.011288543920821157
Proteobacteria,Alphaproteobacteria,Paracaedibacterales,FALSE,TRUE,2.4897424670564456,3.703350247488486,FALSE,3.017805351969444,0.0020436529336280043,0.0058433387120232225
SAR324clade(MarinegroupB),SAR324clade(MarinegroupB),SAR324clade(MarinegroupB),FALSE,FALSE,1.842602622328025,2.707657840026466,FALSE,2.432361495492826,0.0019239424836656825,0.007029310963236109
Bacteroidota,Ignavibacteria,Ignavibacteriales,TRUE,TRUE,3.8195154096438744,4.514932932274003,FALSE,2.256218193156833,0.0015870067305265418,0.005908762560384375
